id,name,value
88,row-308,462.0
89,row-309,463.5
80,row-310,465.0
81,row-311,466.5
82,row-312,468.0
83,row-313,469.5
84,row-314,471.0
85,row-315,472.5
86,row-316,474.0
87,row-317,475.5
88,row-318,477.0
89,row-319,478.5
80,row-320,480.0
81,row-321,481.5
82,row-322,483.0
83,row-323,484.5
84,row-324,486.0
85,row-325,487.5
86,row-326,489.0
87,row-327,490.5
88,row-328,492.0
89,row-329,493.5
80,row-330,495.0
81,row-331,496.5
82,row-332,498.0
83,row-333,499.5
84,row-334,501.0
85,row-335,502.5
86,row-336,504.0
87,row-337,505.5
88,row-338,507.0
89,row-339,508.5
80,row-340,510.0
81,row-341,511.5
82,row-342,513.0
83,row-343,514.5
84,row-344,516.0
85,row-345,517.5
86,row-346,519.0
87,row-347,520.5
88,row-348,522.0
89,row-349,523.5
80,row-350,525.0
81,row-351,526.5
82,row-352,528.0
83,row-353,529.5
84,row-354,531.0
85,row-355,532.5
86,row-356,534.0
87,row-357,535.5
88,row-358,537.0
89,row-359,538.5
80,row-360,540.0
81,row-361,541.5
82,row-362,543.0
83,row-363,544.5
84,row-364,546.0
85,row-365,547.5
86,row-366,549.0
87,row-367,550.5
88,row-368,552.0
89,row-369,553.5
80,row-370,555.0
81,row-371,556.5
82,row-372,558.0
83,row-373,559.5
84,row-374,561.0
85,row-375,562.5
86,row-376,564.0
87,row-377,565.5
88,row-378,567.0
89,row-379,568.5
80,row-380,570.0
81,row-381,571.5
82,row-382,573.0
83,row-383,574.5
84,row-384,576.0
85,row-385,577.5
86,row-386,579.0
87,row-387,580.5
88,row-388,582.0
89,row-389,583.5
80,row-390,585.0
81,row-391,586.5
82,row-392,588.0
83,row-393,589.5
84,row-394,591.0
85,row-395,592.5
86,row-396,594.0
87,row-397,595.5
88,row-398,597.0
89,row-399,598.5
80,row-400,600.0
81,row-401,601.5
82,row-402,603.0
83,row-403,604.5
84,row-404,606.0
85,row-405,607.5
86,row-406,609.0
87,row-407,610.5
88,row-408,612.0
89,row-409,613.5
80,row-410,615.0
81,row-411,616.5
82,row-412,618.0
83,row-413,619.5
84,row-414,621.0
85,row-415,622.5
86,row-416,624.0
87,row-417,625.5
88,row-418,627.0
89,row-419,628.5
80,row-420,630.0
81,row-421,631.5
82,row-422,633.0
83,row-423,634.5
84,row-424,636.0
85,row-425,637.5
86,row-426,639.0
87,row-427,640.5
88,row-428,642.0
89,row-429,643.5
80,row-430,645.0
81,row-431,646.5
82,row-432,648.0
83,row-433,649.5
84,row-434,651.0
85,row-435,652.5
86,row-436,654.0
87,row-437,655.5
88,row-438,657.0
89,row-439,658.5
80,row-440,660.0
81,row-441,661.5
82,row-442,663.0
83,row-443,664.5
84,row-444,666.0
85,row-445,667.5
86,row-446,669.0
87,row-447,670.5
88,row-448,672.0
89,row-449,673.5
80,row-450,675.0
81,row-451,676.5
82,row-452,678.0
83,row-453,679.5
84,row-454,681.0
85,row-455,682.5
86,row-456,684.0
87,row-457,685.5
88,row-458,687.0
89,row-459,688.5
80,row-460,690.0
81,row-461,691.5
82,row-462,693.0
83,row-463,694.5
84,row-464,696.0
85,row-465,697.5
86,row-466,699.0
87,row-467,700.5
88,row-468,702.0
89,row-469,703.5
80,row-470,705.0
81,row-471,706.5
82,row-472,708.0
83,row-473,709.5
84,row-474,711.0
85,row-475,712.5
86,row-476,714.0
87,row-477,715.5
88,row-478,717.0
89,row-479,718.5
80,row-480,720.0
81,row-481,721.5
82,row-482,723.0
83,row-483,724.5
84,row-484,726.0
85,row-485,727.5
86,row-486,729.0
87,row-487,730.5
88,row-488,732.0
89,row-489,733.5
80,row-490,735.0
81,row-491,736.5
82,row-492,738.0
83,row-493,739.5
84,row-494,741.0
85,row-495,742.5
86,row-496,744.0
87,row-497,745.5
88,row-498,747.0
89,row-499,748.5
80,row-500,750.0
81,row-501,751.5
82,row-502,753.0
83,row-503,754.5
84,row-504,756.0
85,row-505,757.5
86,row-506,759.0
87,row-507,760.5
88,row-508,762.0
89,row-509,763.5
80,row-510,765.0
81,row-511,766.5
82,row-512,768.0
83,row-513,769.5
84,row-514,771.0
85,row-515,772.5
86,row-516,774.0
87,row-517,775.5
88,row-518,777.0
89,row-519,778.5
80,row-520,780.0
81,row-521,781.5
82,row-522,783.0
83,row-523,784.5
84,row-524,786.0
85,row-525,787.5
86,row-526,789.0
87,row-527,790.5
88,row-528,792.0
89,row-529,793.5
80,row-530,795.0
81,row-531,796.5
82,row-532,798.0
83,row-533,799.5
84,row-534,801.0
85,row-535,802.5
86,row-536,804.0
87,row-537,805.5
88,row-538,807.0
89,row-539,808.5
80,row-540,810.0
81,row-541,811.5
82,row-542,813.0
83,row-543,814.5
84,row-544,816.0
85,row-545,817.5
86,row-546,819.0
87,row-547,820.5
88,row-548,822.0
89,row-549,823.5
80,row-550,825.0
81,row-551,826.5
82,row-552,828.0
83,row-553,829.5
84,row-554,831.0
85,row-555,832.5
86,row-556,834.0
87,row-557,835.5
88,row-558,837.0
89,row-559,838.5
80,row-560,840.0
81,row-561,841.5
82,row-562,843.0
83,row-563,844.5
84,row-564,846.0
85,row-565,847.5
86,row-566,849.0
87,row-567,850.5
88,row-568,852.0
89,row-569,853.5
80,row-570,855.0
81,row-571,856.5
82,row-572,858.0
83,row-573,859.5
84,row-574,861.0
85,row-575,862.5
86,row-576,864.0
87,row-577,865.5
88,row-578,867.0
89,row-579,868.5
80,row-580,870.0
81,row-581,871.5
82,row-582,873.0
83,row-583,874.5
84,row-584,876.0
85,row-585,877.5
86,row-586,879.0
87,row-587,880.5
88,row-588,882.0
89,row-589,883.5
80,row-590,885.0
81,row-591,886.5
82,row-592,888.0
83,row-593,889.5
84,row-594,891.0
85,row-595,892.5
86,row-596,894.0
87,row-597,895.5
88,row-598,897.0
89,row-599,898.5
80,row-600,900.0
81,row-601,901.5
82,row-602,903.0
83,row-603,904.5
84,row-604,906.0
85,row-605,907.5
86,row-606,909.0
87,row-607,910.5
88,row-608,912.0
89,row-609,913.5
80,row-610,915.0
81,row-611,916.5
82,row-612,918.0
83,row-613,919.5
84,row-614,921.0
85,row-615,922.5
86,row-616,924.0
87,row-617,925.5
88,row-618,927.0
89,row-619,928.5
80,row-620,930.0
81,row-621,931.5
82,row-622,933.0
83,row-623,934.5
84,row-624,936.0
85,row-625,937.5
86,row-626,939.0
87,row-627,940.5
88,row-628,942.0
89,row-629,943.5
80,row-630,945.0
81,row-631,946.5
82,row-632,948.0
83,row-633,949.5
84,row-634,951.0
85,row-635,952.5
86,row-636,954.0
87,row-637,955.5
88,row-638,957.0
89,row-639,958.5
80,row-640,960.0
81,row-641,961.5
82,row-642,963.0
83,row-643,964.5
84,row-644,966.0
85,row-645,967.5
86,row-646,969.0
87,row-647,970.5
88,row-648,972.0
89,row-649,973.5
80,row-650,975.0
81,row-651,976.5
82,row-652,978.0
83,row-653,979.5
84,row-654,981.0
85,row-655,982.5
86,row-656,984.0
87,row-657,985.5
88,row-658,987.0
89,row-659,988.5
80,row-660,990.0
81,row-661,991.5
82,row-662,993.0
83,row-663,994.5
84,row-664,996.0
85,row-665,997.5
86,row-666,999.0
87,row-667,1000.5
88,row-668,1002.0
89,row-669,1003.5
80,row-670,1005.0
81,row-671,1006.5
82,row-672,1008.0
83,row-673,1009.5
84,row-674,1011.0
85,row-675,1012.5
86,row-676,1014.0
87,row-677,1015.5
88,row-678,1017.0
89,row-679,1018.5
80,row-680,1020.0
81,row-681,1021.5
82,row-682,1023.0
83,row-683,1024.5
84,row-684,1026.0
85,row-685,1027.5
86,row-686,1029.0
87,row-687,1030.5
88,row-688,1032.0
89,row-689,1033.5
80,row-690,1035.0
81,row-691,1036.5
82,row-692,1038.0
83,row-693,1039.5
84,row-694,1041.0
85,row-695,1042.5
86,row-696,1044.0
87,row-697,1045.5
88,row-698,1047.0
89,row-699,1048.5
80,row-700,1050.0
81,row-701,1051.5
82,row-702,1053.0
83,row-703,1054.5
84,row-704,1056.0
85,row-705,1057.5
86,row-706,1059.0
87,row-707,1060.5
88,row-708,1062.0
89,row-709,1063.5
80,row-710,1065.0
81,row-711,1066.5
82,row-712,1068.0
83,row-713,1069.5
84,row-714,1071.0
85,row-715,1072.5
86,row-716,1074.0
87,row-717,1075.5
88,row-718,1077.0
89,row-719,1078.5
80,row-720,1080.0
81,row-721,1081.5
82,row-722,1083.0
83,row-723,1084.5
84,row-724,1086.0
85,row-725,1087.5
86,row-726,1089.0
87,row-727,1090.5
88,row-728,1092.0
89,row-729,1093.5
80,row-730,1095.0
81,row-731,1096.5
82,row-732,1098.0
83,row-733,1099.5
84,row-734,1101.0
85,row-735,1102.5
86,row-736,1104.0
87,row-737,1105.5
88,row-738,1107.0
89,row-739,1108.5
80,row-740,1110.0
81,row-741,1111.5
82,row-742,1113.0
83,row-743,1114.5
84,row-744,1116.0
85,row-745,1117.5
86,row-746,1119.0
87,row-747,1120.5
88,row-748,1122.0
89,row-749,1123.5
80,row-750,1125.0
81,row-751,1126.5
82,row-752,1128.0
83,row-753,1129.5
84,row-754,1131.0
85,row-755,1132.5
86,row-756,1134.0
87,row-757,1135.5
88,row-758,1137.0
89,row-759,1138.5
80,row-760,1140.0
81,row-761,1141.5
82,row-762,1143.0
83,row-763,1144.5
84,row-764,1146.0
85,row-765,1147.5
86,row-766,1149.0
87,row-767,1150.5
88,row-768,1152.0
89,row-769,1153.5
80,row-770,1155.0
81,row-771,1156.5
82,row-772,1158.0
83,row-773,1159.5
84,row-774,1161.0
85,row-775,1162.5
86,row-776,1164.0
87,row-777,1165.5
88,row-778,1167.0
89,row-779,1168.5
80,row-780,1170.0
81,row-781,1171.5
82,row-782,1173.0
83,row-783,1174.5
84,row-784,1176.0
85,row-785,1177.5
86,row-786,1179.0
87,row-787,1180.5
88,row-788,1182.0
89,row-789,1183.5
80,row-790,1185.0
81,row-791,1186.5
82,row-792,1188.0
83,row-793,1189.5
84,row-794,1191.0
85,row-795,1192.5
86,row-796,1194.0
87,row-797,1195.5
88,row-798,1197.0
89,row-799,1198.5
80,row-800,1200.0
81,row-801,1201.5
82,row-802,1203.0
83,row-803,1204.5
84,row-804,1206.0
85,row-805,1207.5
86,row-806,1209.0
87,row-807,1210.5
88,row-808,1212.0
89,row-809,1213.5
80,row-810,1215.0
81,row-811,1216.5
82,row-812,1218.0
83,row-813,1219.5
84,row-814,1221.0
85,row-815,1222.5
86,row-816,1224.0
87,row-817,1225.5
88,row-818,1227.0
89,row-819,1228.5
80,row-820,1230.0
81,row-821,1231.5
82,row-822,1233.0
83,row-823,1234.5
84,row-824,1236.0
85,row-825,1237.5
86,row-826,1239.0
87,row-827,1240.5
88,row-828,1242.0
89,row-829,1243.5
80,row-830,1245.0
81,row-831,1246.5
82,row-832,1248.0
83,row-833,1249.5
84,row-834,1251.0
85,row-835,1252.5
86,row-836,1254.0
87,row-837,1255.5
88,row-838,1257.0
89,row-839,1258.5
80,row-840,1260.0
81,row-841,1261.5
82,row-842,1263.0
83,row-843,1264.5
84,row-844,1266.0
85,row-845,1267.5
86,row-846,1269.0
87,row-847,1270.5
88,row-848,1272.0
89,row-849,1273.5
80,row-850,1275.0
81,row-851,1276.5
82,row-852,1278.0
83,row-853,1279.5
84,row-854,1281.0
85,row-855,1282.5
86,row-856,1284.0
87,row-857,1285.5
88,row-858,1287.0
89,row-859,1288.5
80,row-860,1290.0
81,row-861,1291.5
82,row-862,1293.0
83,row-863,1294.5
84,row-864,1296.0
85,row-865,1297.5
86,row-866,1299.0
87,row-867,1300.5
88,row-868,1302.0
89,row-869,1303.5
80,row-870,1305.0
81,row-871,1306.5
82,row-872,1308.0
83,row-873,1309.5
84,row-874,1311.0
85,row-875,1312.5
86,row-876,1314.0
87,row-877,1315.5
88,row-878,1317.0
89,row-879,1318.5
80,row-880,1320.0
81,row-881,1321.5
82,row-882,1323.0
83,row-883,1324.5
84,row-884,1326.0
85,row-885,1327.5
86,row-886,1329.0
87,row-887,1330.5
88,row-888,1332.0
89,row-889,1333.5
80,row-890,1335.0
81,row-891,1336.5
82,row-892,1338.0
83,row-893,1339.5
84,row-894,1341.0
85,row-895,1342.5
86,row-896,1344.0
87,row-897,1345.5
88,row-898,1347.0
89,row-899,1348.5
80,row-900,1350.0
81,row-901,1351.5
82,row-902,1353.0
83,row-903,1354.5
84,row-904,1356.0
85,row-905,1357.5
86,row-906,1359.0
87,row-907,1360.5
88,row-908,1362.0
89,row-909,1363.5
80,row-910,1365.0
81,row-911,1366.5
82,row-912,1368.0
83,row-913,1369.5
84,row-914,1371.0
85,row-915,1372.5
86,row-916,1374.0
87,row-917,1375.5
88,row-918,1377.0
89,row-919,1378.5
80,row-920,1380.0
81,row-921,1381.5
82,row-922,1383.0
83,row-923,1384.5
84,row-924,1386.0
85,row-925,1387.5
86,row-926,1389.0
87,row-927,1390.5
88,row-928,1392.0
89,row-929,1393.5
80,row-930,1395.0
81,row-931,1396.5
82,row-932,1398.0
83,row-933,1399.5
84,row-934,1401.0
85,row-935,1402.5
86,row-936,1404.0
87,row-937,1405.5
88,row-938,1407.0
89,row-939,1408.5
80,row-940,1410.0
81,row-941,1411.5
82,row-942,1413.0
83,row-943,1414.5
84,row-944,1416.0
85,row-945,1417.5
86,row-946,1419.0
87,row-947,1420.5
88,row-948,1422.0
89,row-949,1423.5
80,row-950,1425.0
81,row-951,1426.5
82,row-952,1428.0
83,row-953,1429.5
84,row-954,1431.0
85,row-955,1432.5
86,row-956,1434.0
87,row-957,1435.5
88,row-958,1437.0
89,row-959,1438.5
80,row-960,1440.0
81,row-961,1441.5
82,row-962,1443.0
83,row-963,1444.5
84,row-964,1446.0
85,row-965,1447.5
86,row-966,1449.0
87,row-967,1450.5
88,row-968,1452.0
89,row-969,1453.5
80,row-970,1455.0
81,row-971,1456.5
82,row-972,1458.0
83,row-973,1459.5
84,row-974,1461.0
85,row-975,1462.5
86,row-976,1464.0
87,row-977,1465.5
88,row-978,1467.0
89,row-979,1468.5
80,row-980,1470.0
81,row-981,1471.5
82,row-982,1473.0
83,row-983,1474.5
84,row-984,1476.0
85,row-985,1477.5
86,row-986,1479.0
87,row-987,1480.5
88,row-988,1482.0
89,row-989,1483.5
80,row-990,1485.0
81,row-991,1486.5
82,row-992,1488.0
83,row-993,1489.5
84,row-994,1491.0
85,row-995,1492.5
86,row-996,1494.0
87,row-997,1495.5
88,row-998,1497.0
89,row-999,1498.5
80,row-1000,1500.0
81,row-1001,1501.5
82,row-1002,1503.0
83,row-1003,1504.5
84,row-1004,1506.0
85,row-1005,1507.5
86,row-1006,1509.0
87,row-1007,1510.5
88,row-1008,1512.0
89,row-1009,1513.5
80,row-1010,1515.0
81,row-1011,1516.5
82,row-1012,1518.0
83,row-1013,1519.5
84,row-1014,1521.0
85,row-1015,1522.5
86,row-1016,1524.0
87,row-1017,1525.5
88,row-1018,1527.0
89,row-1019,1528.5
80,row-1020,1530.0
81,row-1021,1531.5
82,row-1022,1533.0
83,row-1023,1534.5
84,row-1024,1536.0
85,row-1025,1537.5
86,row-1026,1539.0
87,row-1027,1540.5
88,row-1028,1542.0
89,row-1029,1543.5
80,row-1030,1545.0
81,row-1031,1546.5
82,row-1032,1548.0
83,row-1033,1549.5
84,row-1034,1551.0
85,row-1035,1552.5
86,row-1036,1554.0
87,row-1037,1555.5
88,row-1038,1557.0
89,row-1039,1558.5
80,row-1040,1560.0
81,row-1041,1561.5
82,row-1042,1563.0
83,row-1043,1564.5
84,row-1044,1566.0
85,row-1045,1567.5
86,row-1046,1569.0
87,row-1047,1570.5
88,row-1048,1572.0
89,row-1049,1573.5
80,row-1050,1575.0
81,row-1051,1576.5
82,row-1052,1578.0
83,row-1053,1579.5
84,row-1054,1581.0
85,row-1055,1582.5
86,row-1056,1584.0
87,row-1057,1585.5
88,row-1058,1587.0
89,row-1059,1588.5
80,row-1060,1590.0
81,row-1061,1591.5
82,row-1062,1593.0
83,row-1063,1594.5
84,row-1064,1596.0
85,row-1065,1597.5
86,row-1066,1599.0
87,row-1067,1600.5
88,row-1068,1602.0
89,row-1069,1603.5
80,row-1070,1605.0
81,row-1071,1606.5
82,row-1072,1608.0
83,row-1073,1609.5
84,row-1074,1611.0
85,row-1075,1612.5
86,row-1076,1614.0
87,row-1077,1615.5
88,row-1078,1617.0
89,row-1079,1618.5
80,row-1080,1620.0
81,row-1081,1621.5
82,row-1082,1623.0
83,row-1083,1624.5
84,row-1084,1626.0
85,row-1085,1627.5
86,row-1086,1629.0
87,row-1087,1630.5
88,row-1088,1632.0
89,row-1089,1633.5
80,row-1090,1635.0
81,row-1091,1636.5
82,row-1092,1638.0
83,row-1093,1639.5
84,row-1094,1641.0
85,row-1095,1642.5
86,row-1096,1644.0
87,row-1097,1645.5
88,row-1098,1647.0
89,row-1099,1648.5
80,row-1100,1650.0
81,row-1101,1651.5
82,row-1102,1653.0
83,row-1103,1654.5
84,row-1104,1656.0
85,row-1105,1657.5
86,row-1106,1659.0
87,row-1107,1660.5
88,row-1108,1662.0
89,row-1109,1663.5
80,row-1110,1665.0
81,row-1111,1666.5
82,row-1112,1668.0
83,row-1113,1669.5
84,row-1114,1671.0
85,row-1115,1672.5
86,row-1116,1674.0
87,row-1117,1675.5
88,row-1118,1677.0
89,row-1119,1678.5
80,row-1120,1680.0
81,row-1121,1681.5
82,row-1122,1683.0
83,row-1123,1684.5
84,row-1124,1686.0
85,row-1125,1687.5
86,row-1126,1689.0
87,row-1127,1690.5
88,row-1128,1692.0
89,row-1129,1693.5
80,row-1130,1695.0
81,row-1131,1696.5
82,row-1132,1698.0
83,row-1133,1699.5
84,row-1134,1701.0
85,row-1135,1702.5
86,row-1136,1704.0
87,row-1137,1705.5
88,row-1138,1707.0
89,row-1139,1708.5
80,row-1140,1710.0
81,row-1141,1711.5
82,row-1142,1713.0
83,row-1143,1714.5
84,row-1144,1716.0
85,row-1145,1717.5
86,row-1146,1719.0
87,row-1147,1720.5
88,row-1148,1722.0
89,row-1149,1723.5
80,row-1150,1725.0
81,row-1151,1726.5
82,row-1152,1728.0
83,row-1153,1729.5
84,row-1154,1731.0
85,row-1155,1732.5
86,row-1156,1734.0
87,row-1157,1735.5
88,row-1158,1737.0
89,row-1159,1738.5
80,row-1160,1740.0
81,row-1161,1741.5
82,row-1162,1743.0
83,row-1163,1744.5
84,row-1164,1746.0
85,row-1165,1747.5
86,row-1166,1749.0
87,row-1167,1750.5
88,row-1168,1752.0
89,row-1169,1753.5
80,row-1170,1755.0
81,row-1171,1756.5
82,row-1172,1758.0
83,row-1173,1759.5
84,row-1174,1761.0
85,row-1175,1762.5
86,row-1176,1764.0
87,row-1177,1765.5
88,row-1178,1767.0
89,row-1179,1768.5
80,row-1180,1770.0
81,row-1181,1771.5
82,row-1182,1773.0
83,row-1183,1774.5
84,row-1184,1776.0
85,row-1185,1777.5
86,row-1186,1779.0
87,row-1187,1780.5
88,row-1188,1782.0
89,row-1189,1783.5
80,row-1190,1785.0
81,row-1191,1786.5
82,row-1192,1788.0
83,row-1193,1789.5
84,row-1194,1791.0
85,row-1195,1792.5
86,row-1196,1794.0
87,row-1197,1795.5
88,row-1198,1797.0
89,row-1199,1798.5
80,row-1200,1800.0
81,row-1201,1801.5
82,row-1202,1803.0
83,row-1203,1804.5
84,row-1204,1806.0
85,row-1205,1807.5
86,row-1206,1809.0
87,row-1207,1810.5
88,row-1208,1812.0
89,row-1209,1813.5
80,row-1210,1815.0
81,row-1211,1816.5
82,row-1212,1818.0
83,row-1213,1819.5
84,row-1214,1821.0
85,row-1215,1822.5
86,row-1216,1824.0
87,row-1217,1825.5
88,row-1218,1827.0
89,row-1219,1828.5
80,row-1220,1830.0
81,row-1221,1831.5
82,row-1222,1833.0
83,row-1223,1834.5
84,row-1224,1836.0
85,row-1225,1837.5
86,row-1226,1839.0
87,row-1227,1840.5
88,row-1228,1842.0
89,row-1229,1843.5
80,row-1230,1845.0
81,row-1231,1846.5
82,row-1232,1848.0
83,row-1233,1849.5
84,row-1234,1851.0
85,row-1235,1852.5
86,row-1236,1854.0
87,row-1237,1855.5
88,row-1238,1857.0
89,row-1239,1858.5
80,row-1240,1860.0
81,row-1241,1861.5
82,row-1242,1863.0
83,row-1243,1864.5
84,row-1244,1866.0
85,row-1245,1867.5
86,row-1246,1869.0
87,row-1247,1870.5
88,row-1248,1872.0
89,row-1249,1873.5
80,row-1250,1875.0
81,row-1251,1876.5
82,row-1252,1878.0
83,row-1253,1879.5
84,row-1254,1881.0
85,row-1255,1882.5
86,row-1256,1884.0
87,row-1257,1885.5
88,row-1258,1887.0
89,row-1259,1888.5
80,row-1260,1890.0
81,row-1261,1891.5
82,row-1262,1893.0
83,row-1263,1894.5
84,row-1264,1896.0
85,row-1265,1897.5
86,row-1266,1899.0
87,row-1267,1900.5
88,row-1268,1902.0
89,row-1269,1903.5
80,row-1270,1905.0
81,row-1271,1906.5
82,row-1272,1908.0
83,row-1273,1909.5
84,row-1274,1911.0
85,row-1275,1912.5
86,row-1276,1914.0
87,row-1277,1915.5
88,row-1278,1917.0
89,row-1279,1918.5
80,row-1280,1920.0
81,row-1281,1921.5
82,row-1282,1923.0
83,row-1283,1924.5
84,row-1284,1926.0
85,row-1285,1927.5
86,row-1286,1929.0
87,row-1287,1930.5
88,row-1288,1932.0
89,row-1289,1933.5
80,row-1290,1935.0
81,row-1291,1936.5
82,row-1292,1938.0
83,row-1293,1939.5
84,row-1294,1941.0
85,row-1295,1942.5
86,row-1296,1944.0
87,row-1297,1945.5
88,row-1298,1947.0
89,row-1299,1948.5
80,row-1300,1950.0
81,row-1301,1951.5
82,row-1302,1953.0
83,row-1303,1954.5
84,row-1304,1956.0
